molecular system: BT.h.06.00.cif
1972 atoms
9 atom types

  0.000000  20.680181 xlo xhi
  0.000000  18.680113 ylo yhi
  0.000000  55.345505 zlo zhi
-12.247265   0.000000   0.000000 xy xz yz

Masses

1  40.080000 # cah 
2  12.010000 # co  
3   1.007800 # h*  
4   1.007800 # ho  
5  16.000000 # o*  
6  16.000000 # ob  
7  16.000000 # oc  
8  16.000000 # oh  
9  28.086000 # st  

Atoms

     1      9  16.634190   3.700629   2.720154 # st  
     2      9  14.746390   4.127209  21.754694 # st  
     3      9  13.152590   0.824011  17.160494 # st  
     4      9  10.834190   6.309369   7.347424 # st  
     5      9  15.167090   5.256359   0.579474 # st  
     6      9   5.379830  18.402479  23.708194 # st  
     7      9  12.252790   3.011289  15.144594 # st  
     8      9  13.646490   1.952749   9.600894 # st  
     9      9  14.401290   7.187499   2.932794 # st  
    10      9  16.574990   1.758189  21.670794 # st  
    11      9  10.805790   4.468689  17.498994 # st  
    12      9  12.529690   3.833199   7.262444 # st  
    13      1  16.176890   3.798269   5.986294 # cah 
    14      1  14.294890   4.241359  18.464494 # cah 
    15      1  13.217490   1.218979  20.577594 # cah 
    16      1  10.963790   7.060009   4.085994 # cah 
    17      1  13.211690   3.870389   4.338004 # cah 
    18      1  11.214690   4.358899  20.695194 # cah 
    19      1  16.569590   1.071609  18.576894 # cah 
    20      1  14.268890   6.779159   6.253674 # cah 
    21      1  11.269490   0.737737  12.382494 # cah 
    22      6  15.988490   4.209439   1.386274 # ob  
    23      6   6.156900  17.408679  22.870294 # ob  
    24      6  12.911690   1.780769  15.851594 # ob  
    25      6  14.380890   0.749991   8.730894 # ob  
    26      6  17.458290   2.366509   2.502904 # ob  
    27      6  15.729090   2.991639  22.170294 # ob  
    28      6   1.694160  18.135379  16.769594 # ob  
    29      6  11.650090   5.034829   7.779894 # ob  
    30      6  -3.117180   4.659579   3.490324 # ob  
    31      6   7.812300  17.522179  21.024394 # ob  
    32      6  13.931990   1.672799  18.264094 # ob  
    33      6  15.780290   0.980861   6.616354 # ob  
    34      6  15.409590   3.249849   3.723324 # ob  
    35      6  13.606390   3.606729  20.848594 # ob  
    36      6  11.801990   0.377730  17.743794 # ob  
    37      6   9.648520   5.879139   6.445114 # ob  
    38      8   4.024740  17.784179  24.291494 # oh  
    39      8  13.810690   4.444659  -0.003766 # oh  
    40      6  12.464490   1.431529  10.409694 # ob  
    41      6  11.335790   2.469959  14.045794 # ob  
    42      6  14.679390   6.296629   1.597744 # ob  
    43      6  17.326390   1.037349  22.843794 # ob  
    44      6  11.384290   3.810739  16.222094 # ob  
    45      6  13.025090   2.959799   8.537894 # ob  
    46      6  13.833190   6.293039   3.981794 # ob  
    47      6  15.688790   0.641244  20.977694 # ob  
    48      6   9.871270   3.539179  18.395294 # ob  
    49      6  11.724290   2.939489   6.301624 # ob  
    50      6  -1.051610   1.652209   3.754984 # ob  
    51      6  17.622390   2.206229  20.610694 # ob  
    52      6   3.604480  17.283579  18.237794 # ob  
    53      6  13.727690   4.455019   6.527064 # ob  
    54      8  13.404190   4.006399  14.725494 # oh  
    55      4  14.372190   3.694389  14.421394 # ho  
