LAMMPS data file via write_data, version 2 Aug 2023, timestep = 2000, units = metal

2008 atoms
9 atom types

-0.24993203315178292 20.7871460331518 xlo xhi
0.3231432149596767 18.259551785040298 ylo yhi
0.72547472950491 57.19813027049493 zlo zhi
7.329549203059147 -0.9998782129994775 0.830417516560001 xy xz yz

Masses

1 40.08
2 12.01
3 1.0078
4 1.0078
5 16
6 16
7 16
8 16
9 28.086

Atoms # atomic

271 9 1.7507942203767488 3.412217766147725 2.63118330772324 0 0 0
275 9 3.178604590984585 5.018658044702906 1.91710017900547 0 0 0
292 6 2.186248354502703 4.483948239127892 2.4181281299328905 0 0 0
304 6 1.3398008712265375 1.848557579531607 4.376812574777787 0 0 0
312 6 5.92025656785519 4.113777557164459 0.7774820878013565 1 0 0
316 6 1.0841263845528497 2.7621446221194623 3.5079776511490817 1 0 0
496 6 3.4407524252531676 1.0994910213308453 5.474851373405523 0 1 0
309 8 2.5013431458511253 2.7024248793189107 1.4212492698635597 0 0 1
1615 3 1.3691626825990335 2.051382011041767 2.2422754863041936 0 0 1
1617 5 0.7921750247177826 0.9435082322291218 1.4847346410808937 0 0 1
270 4 0.219599296662424 1.2313255253536797 4.49783349832214 0 1 1
545 9 10.082219093240774 3.252879729848311 3.028080148576299 0 0 0
574 6 7.9151880163842225 0.47821117356383225 1.991398397744786 0 0 0
541 9 8.347311947436268 1.3072965890765742 2.9898732697168673 0 0 0
562 6 8.800039121055248 2.5105388062985927 3.1708147840784155 0 0 0
320 6 13.728603570295979 17.36672824919806 5.090262932104697 0 0 0
62 5 13.703611241425206 2.295527859048593 1.0407726577883134 0 0 0
1324 3 12.435572876306411 0.39464759087508894 0.7524746364071196 0 0 0
1326 5 13.159934868401802 1.224393544184768 1.5343242075333972 0 0 0
967 3 15.198845107130497 0.6600560099081609 2.6708607360402348 0 0 0
590 6 21.363042078345572 17.465855889008942 4.922464954999221 0 0 0
729 9 21.47772330891161 17.688788303378217 3.0150866387910855 0 0 0
1022 3 13.944003346239954 3.18890422035529 56.99979953175984 0 0 0
1165 3 14.31405864080058 0.969734318436769 1.231277739579154 0 0 1
1166 3 14.433950655270184 1.6291721679474367 1.6627369494938162 0 0 1
1325 3 12.462628874179183 2.35815577278113 56.8345457989461 0 0 0
235 4 21.06086926617145 18.017792878312044 1.8627226663708394 0 0 1
63 3 15.688554461672403 3.6981161189869436 2.4114273866546654 0 0 0
64 3 15.638956056467407 2.2525204319245535 1.970837973281459 0 0 0
1 9 17.24355325756909 1.5891625078931624 4.595597890468108 0 0 0
5 9 15.730706094011657 3.354362667385399 1.0939353197372108 0 0 0
22 6 16.63531876023574 2.4066551237615723 3.5807779222322864 0 0 0
26 6 15.920244173646136 1.2567301568283695 3.78113242256196 0 0 0
34 6 16.266293432451505 1.0944581456164637 5.241908999964647 0 0 0
50 6 18.265406776672492 1.835565078426092 2.156291901972228 0 1 0
226 6 17.807456473710882 1.9250309354788246 3.5610258832572894 0 1 0
39 8 14.578218130511793 3.2600946240701734 1.5570373759640526 0 0 1
333 3 19.15290968447967 1.5459249406947153 0.9664050107942203 0 0 1
968 3 14.496599727001904 4.549203363714887 2.5417346760141415 0 0 1
895 3 17.432890071354308 3.0259989820888844 2.635517172384014 0 1 1
287 1 19.506000697836438 1.894612374684927 3.4015805239494448 0 0 0
323 6 20.891924806683647 2.3414715708837996 4.105001112560366 0 0 0
334 3 20.2855292305756 0.8553108429209315 1.4957573011889378 0 0 1
896 3 21.00275576721905 1.1759533347959978 2.769134595448825 -1 1 1
594 8 7.419080472144436 3.672748667813731 1.8213676237741907 0 0 0
595 4 3.696967236937843 6.044206645409983 2.4055355120365016 0 0 0
669 8 3.8796819709084005 8.28647910717951 3.454291281110795 0 0 0
579 8 9.008996664174152 3.5288173218683476 2.5420940729977843 0 0 0
630 4 9.240662919972772 3.705531029362253 4.0803450963574 0 0 0
549 9 8.854706194338739 5.026110156796012 4.759745159556923 0 0 0
631 9 5.210864913392841 6.5701468107565795 4.003082040180518 0 0 0
652 6 6.863265873052548 10.252606798786276 2.574778780993932 0 0 0
656 6 4.829721279673383 7.622216639553394 3.732460062098148 0 0 0
664 6 3.639104659674556 6.734104322190391 3.6695579468758837 0 0 0
1322 3 8.306286765141072 4.70367047591381 1.166036311858043 0 0 0
1286 3 7.805430461622853 2.47361738653248 2.5907198194472283 0 0 1
1287 5 7.416107221923292 7.926888325426779 56.199285568796654 0 0 0
1323 5 7.410478884503754 5.897039953132126 54.750245096748344 0 0 0
582 6 9.761203394904134 5.027643970256293 4.064838226293281 0 0 0
680 6 9.969712354233817 4.212871141222918 5.161193611508156 0 0 0
54 8 10.666822694232492 3.7104393523179313 3.9459904836122757 0 0 0
91 9 12.077762368779243 5.524969006838286 3.2907239389881657 0 0 0
120 6 12.684598264176326 6.5802305357916975 3.117113251428784 0 0 0
124 6 11.237483030662279 4.8747915313627885 4.569397187628089 0 0 0
1982 3 11.083920072410091 4.851650323744228 3.225354944082763 0 0 0
116 6 15.221658489322492 7.379209934576189 3.477627848444769 0 0 0
9 9 14.485828413906804 5.426715882396889 3.624320104470069 0 0 0
42 6 14.955164707220575 5.9857868535623515 2.64833259223788 0 0 0
324 8 13.346570856886999 5.460982872578133 3.003659857047279 0 0 0
325 4 13.700588184882632 8.136958248084216 3.584352640196068 0 0 0
377 1 15.132868511225787 9.030593670151536 3.487870346667823 0 0 0
394 6 18.314069792921362 9.132548127343993 1.157903570695877 0 0 0
422 5 13.548698330687369 7.323176002202442 1.7688911926534445 0 0 0
423 3 14.135476996053237 7.22208822219232 2.490739899035517 0 0 0
424 3 16.01257798875115 8.919212030159114 1.060717936770355 0 0 0
450 4 15.696361634344608 7.966333170355094 2.15682907263216 0 0 0
90 4 13.955263618284912 6.556963138734397 3.7913736523469854 0 0 1
1555 3 16.96104037482231 10.403024749426125 56.321256268988805 0 0 0
694 3 22.406274178547257 8.664856383311475 2.293985235165701 -1 0 0
382 6 19.551707061975502 9.4067646037551 1.862631240486543 0 0 0
390 6 21.60591046676711 9.138729289016096 3.9131045088228573 0 0 0
692 5 5.775734004863433 6.801817094782837 1.8801598961895571 1 0 0
693 3 4.583709292429718 5.238948790256306 1.2890350745798718 1 0 0
676 6 21.216290307276495 10.566925076610119 5.7263916215668855 0 0 0
152 5 11.10250182610268 9.462230177426186 2.375448743022969 0 0 0
153 3 10.172046041078689 9.86778801139348 2.790958532788739 0 0 0
635 9 5.711447894530995 10.0410856259193 2.95952883227199 0 0 0
136 6 9.415792924377254 9.70416105690664 4.016872912219824 0 0 0
206 6 9.296473464100023 12.52891209529085 2.6288841102481713 0 0 0
513 3 9.557214258329658 11.410142951537429 3.4642418266526818 0 0 0
181 9 9.154918755787444 12.73695265926265 4.1170784060117604 0 0 0
106 1 8.400089108294745 10.165210573172507 2.910955877849687 0 0 0
180 4 8.556449788600014 13.616576079674617 1.6462256422683654 0 0 1
1044 5 6.164163723431933 12.276975356581643 1.3346968550721345 1 0 1
112 6 12.825239609570728 7.43844047248484 4.36871764569343 0 0 0
154 3 10.751381871161755 8.804463065755874 3.5124988693811923 0 0 0
95 9 11.860994273505517 8.238312717494516 3.663051473027704 0 0 0
99 9 9.946350408427463 9.771756327226736 5.293851288079603 0 0 0
129 8 11.30618472152173 10.592975260516036 2.875143914457953 0 0 0
132 6 10.708741455042315 10.080618596524516 4.2446640951423955 0 0 0
414 8 11.902787892889696 9.493028567338277 3.380511020535591 0 0 0
415 4 10.005593081454926 13.040475252047498 1.1528075185609354 0 0 0
376 1 14.645000231305405 11.788630224425438 4.815564311124306 0 0 0
365 9 16.999469823458934 11.404112061823925 56.97436723769566 0 0 -1
369 9 18.28585903819904 10.962909716626536 3.3401913808551296 0 0 0
402 6 17.1002059139172 10.593487081217312 2.965425122025573 0 0 0
